word, count, percent, cum
arriba, 13, 0.01, 70.09
arma, 13, 0.01, 70.10
andalucía, 13, 0.01, 70.11
ahí, 13, 0.01, 70.13
últimos, 12, 0.01, 70.14
último, 12, 0.01, 70.15
éstos, 12, 0.01, 70.16
¡olé, 12, 0.01, 70.17
¡ah, 12, 0.01, 70.19
vivían, 12, 0.01, 70.20
ustedes, 12, 0.01, 70.21
torre, 12, 0.01, 70.22
tierras, 12, 0.01, 70.23
sufrir, 12, 0.01, 70.25
suave, 12, 0.01, 70.26
siguió, 12, 0.01, 70.27
siguiente, 12, 0.01, 70.28
servían, 12, 0.01, 70.29
servía, 12, 0.01, 70.31
sentíase, 12, 0.01, 70.32
seguro, 12, 0.01, 70.33
santos, 12, 0.01, 70.34
santo, 12, 0.01, 70.35
salía, 12, 0.01, 70.37
remedio, 12, 0.01, 70.38
querer, 12, 0.01, 70.39
pueblos, 12, 0.01, 70.40
propia, 12, 0.01, 70.41
primero, 12, 0.01, 70.43
placer, 12, 0.01, 70.44
perros, 12, 0.01, 70.45
perro, 12, 0.01, 70.46
pelo, 12, 0.01, 70.47
parientes, 12, 0.01, 70.49
paredes, 12, 0.01, 70.50
papeles, 12, 0.01, 70.51
ocurrido, 12, 0.01, 70.52
nosotros, 12, 0.01, 70.53
mismos, 12, 0.01, 70.55
mis, 12, 0.01, 70.56
malos, 12, 0.01, 70.57
líquido, 12, 0.01, 70.58
lágrimas, 12, 0.01, 70.59
llevar, 12, 0.01, 70.61
llegó, 12, 0.01, 70.62
llegaban, 12, 0.01, 70.63
libertad, 12, 0.01, 70.64
juntos, 12, 0.01, 70.65
hijas, 12, 0.01, 70.67
gestos, 12, 0.01, 70.68
gazpacho, 12, 0.01, 70.69
fuerzas, 12, 0.01, 70.70
filas, 12, 0.01, 70.71
eterna, 12, 0.01, 70.73
enemigos, 12, 0.01, 70.74
dio, 12, 0.01, 70.75
desesperación, 12, 0.01, 70.76
descanso, 12, 0.01, 70.78
dejaba, 12, 0.01, 70.79
debajo, 12, 0.01, 70.80
dado, 12, 0.01, 70.81
caulina, 12, 0.01, 70.82
capa, 12, 0.01, 70.84
calma, 12, 0.01, 70.85
bastante, 12, 0.01, 70.86
asunto, 12, 0.01, 70.87
arrogancia, 12, 0.01, 70.88
apresuradamente, 12, 0.01, 70.90
animales, 12, 0.01, 70.91
andaba, 12, 0.01, 70.92
amenazas, 12, 0.01, 70.93
admiraba, 12, 0.01, 70.94
acento, 12, 0.01, 70.96
_maestrico_, 12, 0.01, 70.97
_la, 12, 0.01, 70.98
volvían, 11, 0.01, 70.99
vergüenza, 11, 0.01, 71.00
venía, 11, 0.01, 71.01
varios, 11, 0.01, 71.02
trabajaban, 11, 0.01, 71.03
tienen, 11, 0.01, 71.05
temiendo, 11, 0.01, 71.06
soldados, 11, 0.01, 71.07
sociedad, 11, 0.01, 71.08
sentían, 11, 0.01, 71.09
salido, 11, 0.01, 71.10
