word, count, percent, cum
again’, 12, 0.05, 71.97
‘we, 11, 0.04, 72.01
‘not, 11, 0.04, 72.05
‘no, 11, 0.04, 72.09
‘a, 11, 0.04, 72.14
whether, 11, 0.04, 72.18
wasn’t, 11, 0.04, 72.22
waited, 11, 0.04, 72.26
though, 11, 0.04, 72.30
then’, 11, 0.04, 72.34
them’, 11, 0.04, 72.38
tears, 11, 0.04, 72.43
talk, 11, 0.04, 72.47
suddenly, 11, 0.04, 72.51
speak, 11, 0.04, 72.55
silence, 11, 0.04, 72.59
room, 11, 0.04, 72.63
not’, 11, 0.04, 72.68
minutes, 11, 0.04, 72.72
makes, 11, 0.04, 72.76
hurried, 11, 0.04, 72.80
high, 11, 0.04, 72.84
hands, 11, 0.04, 72.88
glad, 11, 0.04, 72.93
didn’t, 11, 0.04, 72.97
deal, 11, 0.04, 73.01
dance, 11, 0.04, 73.05
change, 11, 0.04, 73.09
better, 11, 0.04, 73.13
beginning, 11, 0.04, 73.17
afraid, 11, 0.04, 73.22
yet’, 10, 0.04, 73.25
word, 10, 0.04, 73.29
where, 10, 0.04, 73.33
walked, 10, 0.04, 73.37
those, 10, 0.04, 73.41
think’, 10, 0.04, 73.44
thinking, 10, 0.04, 73.48
they’re, 10, 0.04, 73.52
soldiers, 10, 0.04, 73.56
small, 10, 0.04, 73.59
sitting, 10, 0.04, 73.63
rest, 10, 0.04, 73.67
repeated, 10, 0.04, 73.71
remark, 10, 0.04, 73.75
queer, 10, 0.04, 73.78
pool, 10, 0.04, 73.82
pigeon, 10, 0.04, 73.86
own, 10, 0.04, 73.90
opened, 10, 0.04, 73.93
on’, 10, 0.04, 73.97
nearly, 10, 0.04, 74.01
majesty’, 10, 0.04, 74.05
is’, 10, 0.04, 74.09
having, 10, 0.04, 74.12
growing, 10, 0.04, 74.16
game, 10, 0.04, 74.20
footman, 10, 0.04, 74.24
foot, 10, 0.04, 74.28
finished, 10, 0.04, 74.31
far, 10, 0.04, 74.35
fan, 10, 0.04, 74.39
everything, 10, 0.04, 74.43
else, 10, 0.04, 74.46
do’, 10, 0.04, 74.50
bottle, 10, 0.04, 74.54
‘yes, 9, 0.03, 74.57
‘they, 9, 0.03, 74.61
‘so, 9, 0.03, 74.64
‘now, 9, 0.03, 74.68
want, 9, 0.03, 74.71
thing’, 9, 0.03, 74.74
suppose, 9, 0.03, 74.78
shouted, 9, 0.03, 74.81
shook, 9, 0.03, 74.85
reason, 9, 0.03, 74.88
really, 9, 0.03, 74.91
read, 9, 0.03, 74.95
puzzled, 9, 0.03, 74.98
offended, 9, 0.03, 75.02
name, 9, 0.03, 75.05
mouth, 9, 0.03, 75.08
mad, 9, 0.03, 75.12
knave, 9, 0.03, 75.15
keep, 9, 0.03, 75.19
join, 9, 0.03, 75.22
it;, 9, 0.03, 75.25
it:, 9, 0.03, 75.29
help, 9, 0.03, 75.32
heads, 9, 0.03, 75.36
gloves, 9, 0.03, 75.39
give, 9, 0.03, 75.42
few, 9, 0.03, 75.46
dinah, 9, 0.03, 75.49
couldn’t, 9, 0.03, 75.53
conversation, 9, 0.03, 75.56
continued, 9, 0.03, 75.59
children, 9, 0.03, 75.63
cats, 9, 0.03, 75.66
birds, 9, 0.03, 75.70
bill, 9, 0.03, 75.73
baby, 9, 0.03, 75.76
ask, 9, 0.03, 75.80
against, 9, 0.03, 75.83
‘off, 8, 0.03, 75.86
‘in, 8, 0.03, 75.89
‘for, 8, 0.03, 75.92
‘do, 8, 0.03, 75.95
‘as, 8, 0.03, 75.98
you’d, 8, 0.03, 76.01
work, 8, 0.03, 76.04
waiting, 8, 0.03, 76.07
top, 8, 0.03, 76.10
time’, 8, 0.03, 76.14
tail, 8, 0.03, 76.17
slowly, 8, 0.03, 76.20
size, 8, 0.03, 76.23
seem, 8, 0.03, 76.26
sea, 8, 0.03, 76.29
say’, 8, 0.03, 76.32
running, 8, 0.03, 76.35
remarked, 8, 0.03, 76.38
ready, 8, 0.03, 76.41
play, 8, 0.03, 76.44
place, 8, 0.03, 76.47
party, 8, 0.03, 76.50
our, 8, 0.03, 76.53
opportunity, 8, 0.03, 76.56
noticed, 8, 0.03, 76.59
most, 8, 0.03, 76.62
meaning, 8, 0.03, 76.65
mean, 8, 0.03, 76.68
matter, 8, 0.03, 76.71
making, 8, 0.03, 76.74
lying, 8, 0.03, 76.77
live, 8, 0.03, 76.80
least, 8, 0.03, 76.83
key, 8, 0.03, 76.86
interrupted, 8, 0.03, 76.89
indeed’, 8, 0.03, 76.92
hurry, 8, 0.03, 76.95
hearts, 8, 0.03, 76.98
hard, 8, 0.03, 77.01
glass, 8, 0.03, 77.04
gardeners, 8, 0.03, 77.07
followed, 8, 0.03, 77.10
five, 8, 0.03, 77.13
feel, 8, 0.03, 77.16
explain, 8, 0.03, 77.19
either, 8, 0.03, 77.22
dry, 8, 0.03, 77.25
creatures, 8, 0.03, 77.28
changed, 8, 0.03, 77.31
certainly, 8, 0.03, 77.35
believe, 8, 0.03, 77.38
begin, 8, 0.03, 77.41
beg, 8, 0.03, 77.44
answer, 8, 0.03, 77.47
